199|484154
439|428233
483|523176
513|720991
8182|337804
8423|471797
8556|448756
8592|18754
8622|590626
8640|48436
8690|599170
8726|1369158
750|113433
1100|244413
1103|217118
1137|818777
1139|588474
1256|446371
1509|604376
1522|624773
1596|398516
1633|457312
6535|116391
6544|55926
6559|48246
6915|322801
6975|461411
6993|1528844
7024|665369
7027|579351
7079|305564
7097|652362
7200|320818
7200|410949
7201|304232
7255|160306
7459|3000
7484|462655
7581|1529852
7632|109397
7701|282121
7757|388392
7818|598988
7842|531012
7868|318855
7868|682898
7927|205598
1877|173964
1877|197610
1919|412502
1991|406885
2099|407443
2322|846665
2322|1148150
2650|240611
2674|165075
3036|415310
3069|525765
3138|402489
3150|60096
3407|638843
3471|60252
8050|316520
3753|161141
3763|399375
3855|343381
3861|43747
3904|52751
3908|624773
4027|583372
4064|179673
4120|381791
4438|39087
4438|324486
4438|577671
4438|587864
4692|660466
4702|96183
4730|1148150
4736|407940
4804|122157
4863|49690
8838|648293
8954|165626
9019|404046
9033|71207
9123|215289
9217|427748
9237|356801
9285|546985
9344|419171
5032|641113
5154|367595
5154|593305
5174|557684
5216|191300
5351|293285
5369|338214
5402|653715
5403|134577
5537|258503
5537|565044
5538|105933
5546|33904
5658|420281
5661|49825
5775|353842
5898|270822
5936|522016
6100|486214
6108|12614
6137|489024
6147|284878
6177|51197
6241|233172
6286|485157
6394|238266
6398|73813
9540|200966
9547|249493
9581|581442
14882|556538
14926|561478
9583|496950
9647|764484
9751|394440
9757|415310
9804|451029
9915|809425
10096|1338644
10107|648293
10197|692084
10269|58484
10286|85278
10321|557306
10439|448589
10470|561614
10517|807834
10541|1069475
10612|252012
10625|120813
10657|186301
10684|573467
16502|511473
16533|1343744
16574|486922
11058|165894
11070|541305
11163|265290
11465|514938
11646|397807
11858|337433
11972|783878
11996|442330
12004|297364
12107|287677
12114|222346
12138|80127
12303|597716
12303|607543
15091|589412
15183|32243
15244|248995
15264|101686
15304|3989
15408|340162
15411|240037
15514|662239
15521|355129
15564|389540
15694|140427
15703|640477
15752|51968
12345|171492
12528|117244
12645|313404
12654|13709
12654|516060
12654|599938
12763|223162
12912|236530
12912|431996
13071|412569
13178|208604
13288|350513
13369|500416
13453|681319
13453|936981
13505|134699
13515|381705
13526|230083
13550|427312
15795|458474
15918|545973
15968|150985
16119|88016
16182|129156
16234|26850
16269|17230
16423|739003
16461|237408
16462|49696
16481|296313
13736|1284577
13834|161794
13842|580316
13856|1148150
13856|1585054
13884|249355
13892|363264
13897|387452
14141|122791
14321|679478
14357|407150
14357|416677
14357|514862
14357|596567
14414|77059
14454|238223
14589|200579
14589|693519
14597|620256
14601|764484
14660|530724
14764|301841
14836|1559822
23468|231219
23682|56994
23742|648954
23742|669495
23789|625911
23946|214081
23951|574763
24015|122701
16712|127066
16791|1148150
16798|566952
16851|209069
16905|518136
16920|694022
16930|25848
16968|80342
16973|137566
17050|124421
17084|652163
17279|676699
17433|251698
17510|305221
17544|156397
17544|161766
17544|616946
17700|384968
17770|10621
17826|497333
17879|21124
21925|476742
21925|1046059
22049|243275
22097|324851
22214|155685
22413|1075083
22455|102189
22488|55889
22489|2774
22567|508144
22607|557472
22621|1075083
22638|415310
18231|1148150
18343|470213
18357|1112279
18689|110764
18713|1107922
18874|614174
18880|244718
18883|426996
18888|149693
19090|172953
19175|70686
19281|65449
19281|81214
19281|366045
19281|517348
19281|533070
22653|72153
23026|161141
23038|235777
23038|558480
23124|134715
23306|1453763
19333|555853
19390|215375
19479|505735
19507|463600
19567|320307
19593|304898
19713|198454
19805|169205
19855|78416
19862|21124
19970|66737
19978|697732
19994|165607
20082|965771
20108|458474
20128|593026
20168|117616
20173|411362
20175|221795
20322|173072
20330|9952
20330|355129
20332|392663
20390|449655
20465|268949
20472|477113
20511|514114
20602|669959
20700|95501
20721|60762
20755|256220
20826|355129
20873|516172
20899|439865
20997|183261
21101|99598
21111|105018
21111|453527
21114|436637
21174|1055369
21192|323189
21244|725254
21248|64115
21293|546846
21305|92251
21331|491065
21352|501852
21482|596049
21702|270674
21744|563116
21763|453811
21764|400173
21810|528707
21841|123570
24222|633553
24343|242973
24359|21567
24548|584473
24812|617246
30075|523691
30163|1442044
30261|1112279
30281|565464
30336|395939
30435|369069
30435|424516
30524|147046
24927|563930
24968|309047
25142|600949
25142|854659
25213|585165
25226|487196
25236|128677
25236|1442044
25240|285281
25352|227535
25515|242104
25572|361473
25700|548571
25701|424108
25722|677216
25890|121710
26072|390950
30721|358331
30761|476857
26236|654916
26255|291484
26539|1008184
26540|1008184
26608|469582
26610|470496
26802|1476812
26840|729871
26890|914
26890|524350
26992|692579
27030|34092
27066|519491
27363|67064
31700|523172
31762|495102
31769|478578
31770|478578
31940|597628
32058|1562830
32060|565933
32147|511819
32170|781008
32177|266565
32269|322844
27526|26000
27589|595350
27649|454655
27702|586288
27717|139268
27974|597601
28091|155034
28175|573177
28176|624773
28212|5738
28212|155990
28216|108423
28319|380742
28538|715996
28543|1108172
28603|424187
28857|15543
28875|271925
28942|514975
30879|32953
30897|377644
30905|252263
30990|65615
30998|569308
31096|454655
31099|106099
31419|517016
31424|177405
31467|17434
31520|72237
31523|412944
31524|412944
29048|640817
29097|552476
29274|240003
29322|390479
29351|474775
29387|1148150
29413|206439
29476|275307
29515|268441
29515|312116
29597|651225
29670|6660
29678|1515861
29679|272873
29872|362094
32302|333045
32310|155685
38042|143832
38084|82975
32499|484079
32600|114605
32663|686402
32716|275307
32877|529108
32972|114206
32978|204626
33008|780479
33022|204626
33030|152304
33033|597229
33300|522558
33303|296276
33343|541412
33367|352578
33382|648666
33536|447328
33628|462531
33680|535598
33886|906411
39401|64729
39410|508400
39452|546985
33949|219422
34039|549821
34051|238027
34092|98908
34102|1060769
34131|480447
34158|274488
34230|322613
34342|536235
34422|454655
34430|37176
34430|596836
34527|130872
34569|561959
34643|248948
34643|257048
34643|423396
34643|567902
34656|338852
34845|584284
34931|680100
34953|346468
34956|110151
35037|521041
35071|506261
38084|255886
38084|383274
38168|590200
38243|428902
38326|340146
38660|537358
38685|1428538
35140|244381
35215|400611
35270|607376
35288|120394
35310|567383
35450|579896
35470|193010
35471|1311280
35603|100803
35715|453263
35750|565490
35750|589596
35853|581442
35883|585763
35902|452762
36074|86149
36115|596229
36129|3841
36182|383330
36219|322613
36232|95615
36232|570568
36244|245077
36615|528365
38737|498904
38837|44842
38863|66268
38881|384106
39015|318191
39055|136414
39124|227401
39231|429645
39235|67221
36636|502858
36672|235394
36735|653735
36810|172049
36863|541644
36905|1314306
36918|537578
37034|393056
37130|198982
37134|368446
37172|232725
37213|414959
37350|134998
37407|273655
37535|243590
37537|906102
37604|80918
37715|241367
37938|326415
37990|134699
46694|256876
46737|515875
46743|451998
46777|565019
46851|613232
46956|650200
47045|540577
47175|19592
47193|247465
47206|436742
47264|249239
47277|143069
47277|204054
47277|534383
47308|415945
39501|506783
39567|525222
39640|24875
39640|507716
39640|567126
39640|666537
39680|440962
39840|210902
39955|252091
39982|640576
40004|225607
40024|439486
40111|336896
40278|152372
40289|520765
40289|595131
40511|529058
45392|322008
45392|358267
45431|76451
45503|205444
45542|496830
45551|482545
45619|114810
45753|326994
45798|215213
45837|84012
40539|183833
40596|21787
40637|860181
40672|579607
40712|201007
40728|694466
40928|392623
40978|542411
41065|271054
41141|70948
41219|59291
41237|271271
41339|123525
41358|185168
41360|168900
41459|530711
41473|230322
41524|505395
41697|353585
41699|50815
41752|165343
41759|337475
42126|672603
42161|366933
46140|474557
46184|1529852
46211|419217
46317|431918
46332|565854
46374|101986
46397|1234901
46558|215858
42280|330878
42280|348668
42370|116391
42387|30216
42401|1343744
42427|416297
42602|417790
42682|677090
42713|328407
42721|498904
42757|419385
42763|329042
42896|94306
42946|518503
42976|266319
43007|587865
43015|208813
43016|646571
43186|265655
43195|288820
43293|184232
43324|371848
43607|253566
43798|312648
43804|189262
43804|324404
43807|594389
43808|614924
44000|183264
44025|279291
44194|620441
44211|562123
44298|39221
44329|282591
44332|380961
44356|419937
44387|217981
44475|594468
44591|359296
44621|159203
44678|578358
44691|689961
44719|412944
44864|464827
44875|399479
45001|466868
45197|571835
45222|69630
45308|136197
45361|48430
47356|488944
47415|458474
47433|437095
47642|692924
47667|347397
47674|501394
47688|89360
47699|599490
47708|515692
47748|31362
47758|171866
47777|273459
47934|406148
47968|496276
47999|273697
48048|545557
53386|568359
53473|316467
53631|622300
53866|677476
48084|560077
48121|19079
48121|540037
48121|655818
48149|2761
48162|430323
48204|543705
48212|24875
48246|167609
48252|317993
48252|569724
48341|211399
48432|649266
48450|621668
48469|671285
48476|323972
48762|729871
48987|214538
49041|283095
49134|168598
49278|10452
49310|455790
49383|461793
49421|544379
49423|235623
49468|573045
49529|239842
49567|330577
49648|514919
49656|282121
49713|386986
49826|164789
49937|1082402
50033|507176
50084|345398
50131|103236
50241|563900
50258|527487
50319|555492
50348|48959
50590|227
50633|592038
50746|205241
50941|538507
50971|231447
51199|40262
51199|230607
54568|380090
54652|346551
54662|292436
54732|412944
54734|218940
54785|523263
54904|551174
55010|190664
51340|1213618
51355|462508
51579|210131
51621|467524
51717|302644
51797|404554
51799|404554
51816|108452
51875|155685
52008|585812
52226|433987
52266|72967
52322|96602
52393|258915
52596|500481
52640|1472152
52648|1410237
54062|510207
54143|233907
54186|250633
54199|376075
54199|399927
54199|571050
54314|569179
54340|473881
54396|77803
54396|260378
54396|264655
54396|293391
54396|320100
54396|374637
54396|437478
54396|455820
54396|548762
54396|697686
54430|303667
54501|113171
52674|764484
52953|321465
53047|130872
53214|130872
53215|554630
53267|442533
53275|1540379
55133|200875
55151|97079
55163|10644
55163|1276345
55191|415310
55203|1249
55208|518269
55302|181856
55347|64050
55355|220775
55372|1307378
55397|294474
55410|935987
55498|559424
55521|556030
55551|364475
55558|420613
55677|266519
55717|456826
55746|1344323
55798|585948
55979|428969
55984|584738
55993|1585891
56055|7051
56063|140903
56150|530507
56205|289390
56205|438907
56222|71781
56249|1117
56293|447930
56324|790057
56379|353152
56406|570487
56435|218419
56435|275583
56483|338608
56671|70198
56671|248122
56688|668687
56694|546689
56837|276837
56863|557569
57042|539957
57091|385110
57101|689585
57400|432036
57429|82499
57459|296443
61324|107495
61354|578708
61414|311190
61428|534816
61433|637584
61436|1077553
61445|412944
61492|538054
61558|198859
61663|240764
61705|21552
61871|576263
57523|607374
57673|565571
57718|358251
57878|463058
58104|400611
58281|431330
58334|369814
58373|616778
58412|397807
58587|222307
58624|523176
58648|415178
58672|122227
58801|137177
58953|50412
58963|282737
59016|620402
62045|1113260
62083|318109
62092|354667
62106|597632
62175|177489
62312|1016750
62407|320523
62407|412944
62427|764
62511|387384
59668|583925
59704|1343744
59745|431820
59839|1163092
59920|178028
59958|308268
60049|15118
60089|469060
60158|107839
60211|288856
60293|654931
60372|263310
60455|435170
60554|85020
60567|495740
60610|197026
60741|290858
60930|342713
60934|333862
60985|3327
61015|140245
61026|280132
61050|568715
70052|1340091
70206|388465
70295|185040
70489|31434
70533|355561
70616|180670
70643|122772
70692|13657
62833|599642
62856|153824
62881|129717
62889|512809
62902|1338644
63008|139748
63027|715996
63031|751912
63118|638517
63304|191436
63424|474191
63496|396665
63549|391241
63983|410898
64000|381300
64084|131586
64084|699821
64152|239879
64205|1234901
64259|544448
68511|150027
68655|552334
68803|581546
68817|436283
68912|1476812
68917|243166
68940|398906
69121|548232
64277|1348449
64288|673281
64391|205510
64461|338992
64479|162221
64657|47728
64657|76429
64658|497333
64708|1050185
64721|212064
64721|490661
64829|22579
64873|538507
64998|389757
65001|238413
65102|517345
65110|575243
65195|733222
65264|715996
65308|39126
65440|531980
65506|597697
65549|200986
69165|180223
69187|159811
69190|1307708
69246|494080
69247|340946
69298|1472152
69396|932325
69406|737892
69437|466753
69589|146353
69603|17404
69621|295156
69622|424443
69640|372815
69871|225202
69898|509364
65586|57557
65689|301055
65734|462508
65772|290063
65782|366442
65797|420326
65834|510968
65867|690444
65977|109302
66010|152720
66199|577299
66234|99860
66234|307025
66234|508169
66304|684718
66354|119501
66506|18518
66557|111826
66666|517074
66864|458474
69931|234042
69940|420981
67011|530711
67083|148089
67289|188755
67358|128373
67371|334397
67383|1017372
67431|75817
67431|446221
67481|230998
67484|479383
67524|598963
67682|476070
67962|506585
70751|307324
70780|316646
70825|245403
70828|81772
70854|144219
71114|43944
71142|486092
71173|259274
71212|248499
71299|523176
71343|536314
71344|21160
76793|340276
76936|169581
76936|662178
76939|369567
76946|2701
76947|2701
76963|524996
76981|1170503
76999|665985
77098|152567
77108|65048
77165|43151
71486|544725
71495|352890
71497|1101718
71593|155096
71639|1234901
71653|45146
71875|304378
71920|455120
72042|162925
72064|187552
72070|595585
72137|39428
72180|112669
72205|133985
72222|1476812
72282|540267
72415|361202
72444|288516
72589|767706
72634|353839
72693|665914
72798|387315
72862|461540
72909|1216938
72938|404145
73030|503434
77391|164192
77407|92556
77512|411362
73041|319832
73083|29132
73105|364277
73138|34945
73196|365550
73369|609768
73478|506602
73489|616778
73532|138798
73564|335196
